company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
c:12315,enterprise,USA,California,17850000.0,6,4.3333,1.0,1.0,1.0,3.0,2.0,2.0,21.0,False,False,False,3501.0
c:123185,mobile,other,other,80580.0,2,0.5,,1.0,,,,,2.0,False,False,False,1001.0
c:12327,web,USA,California,,1,0.0,,1.0,,,,1.0,2.0,False,False,False,2101.0
c:12328,mobile,USA,California,2000000.0,1,0.0,,1.0,,,,,,False,False,False,1218.0
c:12329,web,other,other,25000.0,1,0.0,,,,,,,1.0,False,False,True,1918.0
c:12334,web,USA,California,,1,3.0,2.0,2.0,,1.0,,,2.0,False,True,False,1214.0
c:123358,travel,other,other,2000000.0,1,1.0,,1.0,,,,,,False,False,False,
c:123394,hardware,USA,other,425000.0,2,0.5,,1.0,,,,,,False,False,False,
c:1234,enterprise,USA,other,8250000.0,4,3.0,4.0,6.0,2.0,7.0,,2.0,21.0,False,True,False,2214.0
c:12348,enterprise,USA,California,4700000.0,4,2.25,6.0,1.0,,3.0,1.0,,7.0,False,True,False,1491.0
c:12349,web,USA,California,5233333.3333,3,2.3333,,1.0,,2.0,,,6.0,False,False,False,2557.0
c:123502,social,other,other,585000.0,2,2.0,,1.0,,1.0,,,1.0,False,False,False,1188.0
c:12352,cleantech,USA,California,65753332.6667,13,1.6154,,1.0,3.0,7.0,,6.0,20.0,True,False,False,2922.0
c:12356,software,other,other,6200000.0,2,1.5,2.0,2.0,,,,,1.0,False,False,False,2922.0
c:12357,games_video,USA,California,500000.0,2,0.0,4.0,1.0,1.0,,,,2.0,False,False,False,2863.0
c:123580,enterprise,USA,California,3766669.6667,3,2.6667,,1.0,,,,1.0,5.0,False,False,False,1218.0
c:1236,mobile,USA,other,11200000.0,3,3.3333,1.0,1.0,,3.0,,2.0,14.0,False,True,False,1964.0
c:123604,web,other,other,,1,1.0,,1.0,,,,2.0,1.0,False,True,False,305.0
c:123614,advertising,other,other,83800.0,2,1.5,,1.0,,,,,,False,False,True,1366.0
c:12363,web,USA,California,6900000.0,2,2.5,3.0,1.0,,2.0,,,2.0,False,True,False,
c:1237,games_video,USA,other,,1,0.0,,1.0,,,,,2.0,False,False,False,2467.0
c:12372,web,USA,other,3450000.0,1,2.0,,1.0,,,,,,False,True,False,1481.0
c:12375,games_video,other,other,25000.0,1,0.0,3.0,1.0,,,,,1.0,False,False,False,5175.0
c:12378,games_video,other,other,401598.3333,3,3.6667,,1.0,,,,,,False,False,True,2467.0
c:1239,ecommerce,other,other,1000000.0,1,2.0,,2.0,,,,,,False,False,False,
c:12399,software,other,other,60000.0,1,0.0,4.0,2.0,,,,,,False,False,False,2588.0
c:1240,games_video,USA,California,,1,1.0,1.0,1.0,,,,1.0,2.0,False,False,False,2406.0
c:12402,software,USA,other,1500150.0,1,0.0,,1.0,1.0,,,,1.0,False,False,False,5479.0
c:124074,advertising,USA,California,3500000.0,1,2.0,1.0,3.0,,1.0,2.0,2.0,5.0,False,False,False,1767.0
c:12408,network_hosting,other,other,41333333.3333,3,1.6667,1.0,1.0,,,,,,False,False,False,2101.0
c:1241,games_video,USA,California,8925000.0,4,2.5,,1.0,,,,,3.0,False,False,True,
c:12412,web,other,other,14400000.0,1,1.0,3.0,1.0,,,,,,False,False,False,4748.0
c:12416,web,USA,California,4751666.6667,3,4.3333,,1.0,,1.0,,1.0,8.0,False,False,False,1498.0
c:12422,network_hosting,USA,other,,1,0.0,,1.0,1.0,8.0,,2.0,7.0,True,False,False,6209.0
c:12423,software,USA,other,2500000.0,2,1.5,8.0,2.0,2.0,2.0,,,4.0,False,False,False,2627.0
c:12440,software,USA,California,6000000.0,1,0.0,,1.0,,1.0,,,2.0,False,True,False,1807.0
c:12444,games_video,USA,other,1300000.0,1,1.0,3.0,1.0,,,,,6.0,False,False,True,2543.0
c:124477,web,USA,other,15333.3333,3,0.3333,,1.0,,,,,,False,False,False,856.0
c:1245,software,USA,other,52500000.0,1,2.0,2.0,1.0,1.0,,,2.0,2.0,False,False,False,4475.0
c:124623,biotech,other,other,,1,0.0,,1.0,,,,,,False,False,False,
c:124630,mobile,other,other,1267879.5,2,1.0,,1.0,,,,,,False,False,False,
c:124642,cleantech,USA,other,1156500.0,3,0.0,,1.0,,,,,,False,False,False,2922.0
c:12468,advertising,USA,California,3100000.0,1,5.0,,1.0,,1.0,,1.0,3.0,False,True,False,1667.0
c:12469,mobile,other,other,6833750.0,1,2.0,1.0,,,1.0,,,1.0,False,True,False,2313.0
c:12472,ecommerce,other,other,8000000.0,2,0.5,2.0,1.0,,,,,6.0,False,False,False,2185.0
c:1249,software,USA,other,6163666.6667,6,0.5,1.0,1.0,1.0,1.0,,,5.0,True,False,False,2922.0
c:124938,advertising,USA,other,1550000.0,2,2.0,,1.0,,,,,2.0,False,False,False,
c:125,web,USA,California,50000.0,1,1.0,1.0,1.0,,,,,,False,False,True,2863.0
c:1250,web,other,other,2347550.0,2,2.5,,1.0,,1.0,,3.0,5.0,False,True,False,904.0
c:12506,games_video,USA,other,1600000.0,1,1.0,4.0,1.0,,,,,,False,False,False,2284.0
,,other,other,1200000.0,1,0.0,,,,,,,,False,False,False,
,,other,other,,1,0.0,,,,,,,,False,False,False,
c:12524,web,USA,other,350000.0,1,0.0,1.0,1.0,,,,,,False,True,False,2022.0
c:1253,web,USA,other,1500000.0,1,3.0,1.0,1.0,,,,,,False,False,True,3318.0
c:12538,web,other,other,,1,2.0,,1.0,,1.0,,,1.0,False,False,False,2123.0
c:1254,web,USA,other,1500000.0,1,0.0,,1.0,,,,,8.0,False,True,False,3601.0
c:125411,public_relations,USA,other,30000000.0,1,0.0,,1.0,,,,,,False,False,False,853.0
c:12543,mobile,other,other,3587250.0,1,2.0,1.0,1.0,,,,,,False,False,False,3622.0
c:12560,software,USA,other,8750000.0,2,1.0,,1.0,,1.0,,,1.0,False,False,False,6575.0
c:12565,network_hosting,USA,other,5414353.0,4,1.25,,1.0,,,1.0,,2.0,False,False,False,2922.0
c:1257,web,USA,other,1000000.0,1,1.0,,1.0,,,,,2.0,False,False,False,2557.0
c:12572,semiconductor,USA,other,6546483.75,4,0.5,1.0,1.0,,,,,,False,False,False,3653.0
c:1258,advertising,other,other,4075000.0,2,0.5,1.0,2.0,,2.0,,,6.0,False,False,False,3287.0
c:12582,software,USA,other,15000000.0,1,6.0,,1.0,,2.0,,1.0,5.0,False,True,False,2754.0
c:12584,software,USA,other,5000000.0,3,1.6667,,1.0,,,,,2.0,False,True,False,3059.0
c:12592,advertising,USA,California,5052059.5,3,8.6667,,1.0,,5.0,,1.0,19.0,False,False,False,1614.0
c:126,web,USA,California,8000000.0,4,1.75,1.0,1.0,,6.0,,,12.0,False,True,False,2952.0
c:1260,enterprise,USA,other,2983333.3333,3,1.0,1.0,1.0,,,,1.0,2.0,False,True,False,
c:12608,semiconductor,other,other,11625000.0,4,5.25,1.0,1.0,,1.0,1.0,1.0,12.0,False,False,False,3287.0
c:1261,software,USA,other,6500000.0,1,1.0,1.0,1.0,,2.0,1.0,,4.0,False,False,False,4748.0
c:12610,software,other,other,1200000.0,1,0.0,1.0,2.0,,,,,,False,False,True,3065.0
c:12611,public_relations,USA,other,8943333.3333,3,2.6667,,1.0,,4.0,7.0,7.0,14.0,False,False,False,4748.0
c:126117,games_video,other,other,35000.0,2,0.5,,1.0,,,,,2.0,False,False,False,936.0
c:12617,software,USA,other,4867919.0,3,2.0,1.0,3.0,,1.0,,2.0,3.0,False,False,False,5114.0
c:1263,network_hosting,USA,other,1250000.0,1,1.0,1.0,1.0,,,,,2.0,False,False,False,
c:12630,security,USA,California,11250000.0,4,2.0,2.0,1.0,,1.0,,1.0,5.0,False,False,True,4018.0
c:12631,software,USA,California,6000000.0,1,2.0,,1.0,,,,,,False,True,False,704.0
c:12653,enterprise,USA,California,6975000.0,2,2.5,1.0,1.0,1.0,1.0,,,2.0,False,False,False,915.0
c:12657,games_video,other,other,4333333.3333,3,2.0,4.0,1.0,,,,,2.0,False,True,False,3077.0
c:1266,messaging,USA,California,6248333.3333,6,1.8333,1.0,1.0,,,,1.0,4.0,False,True,False,4436.0
c:126603,search,USA,California,2450000.0,2,1.0,,3.0,,,,,2.0,False,False,False,2359.0
c:12666,network_hosting,USA,other,,1,1.0,,3.0,,,,,,False,False,False,3010.0
c:12667,travel,other,other,18500000.0,2,1.5,1.0,1.0,,3.0,,2.0,3.0,False,False,False,2922.0
,,other,other,48000000.0,1,2.0,,,,,,,,False,False,False,
c:12681,software,other,other,1036640.0,2,1.0,3.0,1.0,,,,,,False,False,False,3252.0
c:12686,software,USA,other,2500000.0,1,1.0,7.0,1.0,,,,,,False,False,False,
c:12689,analytics,USA,other,1000000.0,1,0.0,1.0,1.0,,1.0,,,1.0,False,False,False,2071.0
c:12698,software,other,other,1500000.0,1,0.0,2.0,1.0,,,,1.0,,False,False,False,2071.0
c:12699,network_hosting,other,other,6124490.0,1,2.0,,1.0,,,,,,False,False,False,
c:127,web,USA,California,,1,0.0,1.0,1.0,,,,,,False,False,False,2498.0
c:12702,ecommerce,other,other,8775600.0,1,1.0,,1.0,,,,3.0,1.0,False,False,False,3287.0
c:12711,mobile,USA,other,25000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2345.0
c:1272,search,other,other,2595064.5,2,1.0,2.0,1.0,,,,,4.0,False,False,False,3075.0
c:12723,security,USA,other,5050000.0,2,1.5,3.0,1.0,,1.0,1.0,2.0,3.0,False,True,False,2449.0
,,other,other,750000.0,1,0.0,,,,,,,,False,False,False,
c:127304,advertising,USA,other,3475000.0,2,2.5,1.0,1.0,,1.0,,,1.0,False,False,False,1076.0
c:12731,network_hosting,USA,California,29500000.0,4,3.25,4.0,1.0,,,,,1.0,False,False,False,3379.0
c:1274,games_video,USA,California,50000.0,1,0.0,1.0,1.0,,1.0,,,5.0,False,False,False,2284.0
c:127455,photo_video,USA,other,1666.6667,3,0.6667,,1.0,,,,,2.0,False,False,False,1263.0
c:12748,enterprise,USA,other,2900000.0,2,2.0,,2.0,,3.0,,,6.0,False,False,False,3806.0
c:127547,enterprise,other,other,,1,0.0,,2.0,,,,,,False,False,False,867.0
c:127645,biotech,other,other,9732450.0,2,1.5,,1.0,,,,,,False,False,False,
c:127649,consulting,other,other,397307.0,1,1.0,,1.0,,,,,,False,False,False,
c:127663,search,other,other,1020966.0,1,1.0,,1.0,,,,,,False,False,False,
,,other,other,,1,0.0,,,,,,,,False,False,False,
c:1278,web,other,other,1250000.0,2,0.5,1.0,1.0,,2.0,,1.0,4.0,False,True,False,679.0
c:12780,enterprise,USA,other,,1,1.0,1.0,1.0,,1.0,,1.0,1.0,False,False,False,6240.0
c:12783,web,USA,California,200000.0,1,0.0,,1.0,,,,,,False,False,True,2192.0
c:12785,enterprise,USA,other,3500000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2832.0
c:1279,advertising,USA,California,11500000.0,4,4.0,1.0,4.0,,1.0,1.0,2.0,16.0,False,False,False,2922.0
c:12790,mobile,USA,other,500000.0,1,0.0,1.0,1.0,,1.0,,,,False,False,False,4957.0
c:127903,web,other,other,150000.0,1,0.0,,,,,,,,False,False,True,1006.0
c:127927,health,other,other,380000.0,1,0.0,,1.0,,,,,,False,False,False,1037.0
c:128,search,USA,other,6866666.6667,3,3.6667,2.0,1.0,,8.0,1.0,2.0,12.0,False,True,False,1933.0
c:1280,web,other,other,6650000.0,2,2.5,1.0,1.0,,,,,2.0,False,True,False,2647.0
c:12801,games_video,other,other,800000.0,1,1.0,1.0,1.0,,,,,,False,False,False,
c:12805,advertising,USA,other,,1,1.0,,1.0,,1.0,,,3.0,False,False,False,2192.0
c:12807,social,other,other,1500000.0,2,0.5,,1.0,,,,,1.0,False,False,False,2406.0
c:128125,mobile,other,other,117059.0,1,1.0,1.0,1.0,,,,,,False,False,False,1522.0
c:128139,mobile,other,other,1500000.0,1,1.0,,1.0,,,,,4.0,False,False,False,1006.0
c:12815,games_video,USA,California,11875000.0,4,3.0,3.0,1.0,1.0,3.0,,1.0,16.0,False,False,False,4383.0
c:12820,ecommerce,other,other,1800000.0,1,0.0,,1.0,,1.0,,1.0,2.0,False,False,False,3287.0
c:1283,web,USA,California,7150000.0,2,4.5,1.0,1.0,2.0,5.0,,,14.0,False,True,False,2090.0
c:12830,web,USA,other,300000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2557.0
c:12831,network_hosting,USA,other,,1,0.0,,1.0,,,,,,False,False,True,3091.0
c:12834,enterprise,other,other,3195050.0,8,1.75,1.0,4.0,,1.0,,,5.0,False,False,False,2922.0
c:12836,finance,USA,California,1966666.6667,3,0.3333,1.0,1.0,,2.0,,2.0,18.0,False,False,False,2161.0
c:12839,web,other,other,292872.5,2,1.0,2.0,2.0,,1.0,,,2.0,False,False,False,1887.0
c:1284,web,USA,California,1800000.0,2,1.0,1.0,1.0,,,,1.0,9.0,False,False,True,3287.0
c:12840,enterprise,other,other,4156680.0,2,1.0,,1.0,,,,,,False,True,False,
c:128427,mobile,USA,California,1781549.1429,7,1.0,,1.0,,1.0,,3.0,2.0,False,False,False,1461.0
c:1285,consulting,USA,other,8250000.0,4,1.25,,1.0,,3.0,2.0,2.0,17.0,False,True,False,2984.0
c:12850,education,other,other,,2,2.5,,1.0,,,,,,False,False,False,2161.0
c:12851,web,other,other,,1,1.0,,2.0,,,1.0,2.0,1.0,False,False,False,1826.0
c:128553,software,other,other,213900.0,1,1.0,,1.0,,,,,,False,False,False,1250.0
c:1286,web,USA,other,4800000.0,1,2.0,,1.0,,1.0,,1.0,2.0,False,False,True,
c:128626,travel,other,other,,1,0.0,,1.0,,,,,,False,False,False,1141.0
c:12863,mobile,other,other,,1,1.0,1.0,1.0,,,,,,False,False,False,2922.0
c:12866,sports,USA,other,2650000.0,2,3.0,1.0,1.0,,,,,4.0,False,False,False,2406.0
c:12868,web,other,other,4000000.0,1,1.0,,2.0,,,,,,False,False,False,2922.0
c:1287,web,USA,California,5325000.0,6,1.1667,,1.0,,6.0,,2.0,14.0,False,False,False,2557.0
c:12873,games_video,other,other,275000.0,2,1.5,,1.0,,,,,,False,False,True,1768.0
c:12885,network_hosting,other,other,8166666.6667,3,5.3333,2.0,2.0,,1.0,,,2.0,False,True,False,3513.0
c:12886,music,USA,California,1200000.0,1,0.0,,1.0,,1.0,,2.0,4.0,False,False,False,1972.0
c:12887,analytics,USA,California,2000000.0,1,10.0,,1.0,,,2.0,1.0,9.0,False,False,False,1461.0
c:129,news,other,other,22833333.3333,3,3.0,1.0,4.0,1.0,2.0,,3.0,7.0,False,True,False,2915.0
c:12900,real_estate,other,other,5222829.5,3,2.3333,,1.0,3.0,3.0,,3.0,7.0,False,False,False,2406.0
c:129008,web,USA,other,1200000.0,2,4.0,1.0,1.0,,,,,2.0,False,False,False,1096.0
c:12903,enterprise,USA,other,2500000.0,1,0.0,,1.0,,,,,,False,True,False,3088.0
c:12906,news,USA,other,12226444.0,6,2.3333,1.0,1.0,4.0,,,,13.0,False,False,False,4018.0
c:1291,web,USA,other,,2,2.0,,1.0,,2.0,,,34.0,False,False,False,2557.0
c:12917,software,other,other,7993333.3333,3,1.6667,4.0,1.0,,,,,,False,True,False,3486.0
c:1292,web,USA,California,100000.0,1,2.0,,1.0,,,1.0,,1.0,False,False,True,
c:1293,web,USA,California,11000000.0,1,5.0,,1.0,,2.0,,1.0,7.0,False,False,True,
c:12938,enterprise,other,other,779850.0,1,1.0,1.0,1.0,,,,1.0,,False,False,False,
c:12950,finance,USA,California,4291666.6667,3,1.0,2.0,1.0,,4.0,,3.0,6.0,False,False,False,4018.0
c:12952,mobile,USA,other,2000000.0,1,2.0,,1.0,1.0,,,,,False,False,False,4018.0
c:12957,software,USA,other,940261.0,1,1.0,7.0,1.0,2.0,1.0,,,10.0,False,True,False,1977.0
c:1296,web,USA,other,,1,2.0,,1.0,,,,,2.0,False,False,False,
c:129609,advertising,other,other,4400000.0,1,1.0,,1.0,,,,,,False,False,False,
c:1297,software,other,other,3474999.5,6,1.1667,3.0,3.0,,3.0,,2.0,7.0,False,False,False,2588.0
c:129746,ecommerce,other,other,577406.0,2,1.0,,2.0,,,,,,False,False,False,
c:129759,biotech,USA,California,247640946.0,1,0.0,,1.0,,1.0,,,2.0,False,False,False,3653.0
c:129784,software,USA,other,3200000.0,1,0.0,,1.0,3.0,,,1.0,6.0,False,False,False,10592.0
c:1298,web,USA,California,900000.0,1,3.0,2.0,1.0,,2.0,,,7.0,False,False,False,2456.0
c:1299,web,USA,other,,2,1.5,,1.0,,,,,2.0,False,False,False,
c:12996,games_video,other,other,1955250.0,1,1.0,,1.0,,,,1.0,1.0,False,False,False,2557.0
c:129989,games_video,other,other,,1,1.0,2.0,2.0,,,,,,False,False,False,671.0
c:13,web,USA,California,9250000.0,4,4.25,,2.0,2.0,3.0,,5.0,30.0,False,True,False,1944.0
c:13,web,USA,California,9250000.0,4,4.25,,2.0,2.0,3.0,,5.0,30.0,False,True,False,2616.0
c:130,enterprise,USA,other,13002596.3333,3,3.0,2.0,4.0,,2.0,,2.0,19.0,False,True,False,2527.0
c:130,enterprise,USA,other,13002596.3333,3,3.0,2.0,4.0,,2.0,,2.0,19.0,False,True,False,3208.0
c:1300,web,USA,California,1000000.0,1,1.0,,1.0,,1.0,,1.0,4.0,False,False,False,2922.0
c:13006,software,USA,other,7000000.0,1,3.0,,1.0,,,,,3.0,False,False,True,4383.0
c:13007,ecommerce,other,other,,1,0.0,1.0,1.0,,,,,,False,False,False,2376.0
c:1301,web,USA,California,3950000.0,2,1.0,,1.0,1.0,1.0,,1.0,3.0,False,True,False,1765.0
c:13016,web,USA,other,38500000.0,1,2.0,,1.0,,3.0,,1.0,11.0,False,False,False,3653.0
c:130176,advertising,other,other,1300000.0,1,3.0,,2.0,,,,4.0,6.0,False,False,False,1680.0
c:1303,enterprise,USA,other,4683333.3333,6,1.3333,4.0,1.0,,6.0,1.0,2.0,14.0,False,False,False,2192.0
c:130338,health,USA,California,,1,0.0,,1.0,,1.0,,,1.0,False,False,False,1096.0
c:13037,advertising,other,other,,1,0.0,3.0,3.0,,,1.0,,,False,False,False,2453.0
c:13039,software,other,other,10000000.0,4,2.25,6.0,1.0,,,,,1.0,False,False,False,3653.0
c:1304,advertising,USA,California,12224699.8,5,1.8,2.0,7.0,,13.0,1.0,4.0,31.0,False,False,False,3653.0
c:13046,web,USA,California,1300000.0,1,4.0,,1.0,,2.0,,,9.0,False,True,False,826.0
c:13049,ecommerce,other,other,1700000.0,1,3.0,3.0,1.0,,,,,1.0,False,False,True,2891.0
c:1305,enterprise,other,other,1000000.0,1,1.0,5.0,1.0,,,,2.0,2.0,False,False,True,1461.0
c:130503,mobile,other,other,1100000.0,1,1.0,,2.0,,,,,,False,False,False,2557.0
c:13053,software,USA,California,,1,0.0,2.0,1.0,,,,,1.0,False,False,False,2161.0
c:130554,transportation,USA,other,2362500.0,2,0.5,,1.0,,,,,5.0,False,False,False,990.0
c:130587,advertising,other,other,,1,1.0,,,,,,,1.0,False,False,False,884.0
c:13059,public_relations,USA,California,,1,0.0,2.0,1.0,,,,,,False,False,False,2891.0
c:13065,web,USA,other,,1,0.0,,1.0,,,,,1.0,False,False,False,1887.0
,,other,other,6500000.0,1,2.0,,,,,,,,False,False,False,
c:13078,security,other,other,20000000.0,1,1.0,2.0,2.0,,,,,2.0,False,False,False,2922.0
c:1308,software,USA,other,4510610.5,4,3.0,1.0,1.0,,2.0,1.0,,8.0,False,False,False,2922.0
c:13082,enterprise,USA,California,9087714.2857,7,2.7143,3.0,1.0,1.0,4.0,,,13.0,False,False,False,2874.0
c:13084,messaging,USA,other,12949990.75,4,2.0,,1.0,2.0,5.0,,2.0,18.0,False,False,False,5479.0
c:13086,messaging,other,other,3426171.6667,3,4.0,1.0,1.0,,2.0,,,4.0,False,False,False,2922.0
c:1309,mobile,USA,California,8001500.0,4,1.25,,1.0,1.0,2.0,,3.0,14.0,False,True,False,2624.0
,,other,other,296000000.0,3,1.6667,,,,,,,,False,False,False,
c:13095,travel,USA,California,11300000.0,2,3.5,1.0,1.0,,,,,4.0,False,False,False,3489.0
,,other,other,51450000.0,2,1.5,,,,,,,,False,False,False,
c:131,games_video,USA,California,17058167.0,9,1.6667,2.0,1.0,2.0,6.0,1.0,5.0,28.0,False,False,False,2983.0
c:13101,web,USA,other,2516666.6667,3,6.0,4.0,1.0,,1.0,,,8.0,False,False,False,1421.0
c:13102,ecommerce,USA,other,11250000.0,4,0.5,,1.0,1.0,2.0,,,12.0,False,False,False,7305.0
c:13103,consulting,other,other,1000000.0,1,0.0,2.0,,,,,,1.0,False,False,False,2132.0
c:13117,software,USA,other,12600000.0,3,2.0,,3.0,,1.0,1.0,1.0,6.0,False,False,False,3287.0
c:13120,finance,USA,other,,1,1.0,,1.0,,4.0,2.0,2.0,17.0,False,False,False,2040.0
c:13122,software,USA,California,,1,0.0,,1.0,,1.0,,1.0,1.0,False,False,False,1934.0
c:13125,web,USA,California,750000.0,1,1.0,3.0,1.0,2.0,,,,2.0,False,False,False,2071.0
c:13127,cleantech,USA,California,5000000.0,1,1.0,,1.0,,1.0,,2.0,7.0,False,True,False,0.0
c:13128,mobile,USA,other,50000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2101.0
c:13129,news,USA,other,13800000.0,5,3.4,3.0,1.0,2.0,1.0,,,8.0,False,False,False,2288.0
c:1313,games_video,USA,California,2500000.0,2,1.0,2.0,1.0,,,,,1.0,False,False,False,
c:1314,web,USA,other,800000.0,1,1.0,,1.0,,,,,,False,False,False,
c:131487,mobile,other,other,2150000.0,1,2.0,,1.0,,,,1.0,4.0,False,False,False,1826.0
c:13149,enterprise,other,other,290000.0,2,0.5,1.0,1.0,,,,,,False,False,True,2101.0
c:1315,web,USA,other,750000.0,1,0.0,,1.0,,,,,,False,False,True,
c:131502,biotech,USA,California,,1,1.0,,1.0,,1.0,,,3.0,False,False,False,
c:13153,web,other,other,281080.6667,3,0.0,,1.0,,,,,1.0,False,False,False,2406.0
c:13154,hardware,other,other,,2,1.0,4.0,1.0,,1.0,,1.0,2.0,False,False,False,2178.0
c:131551,enterprise,USA,other,27261688.25,4,4.75,,1.0,,2.0,,,4.0,False,False,False,2922.0
c:13156,ecommerce,other,other,,1,1.0,1.0,1.0,,,,,,False,False,False,3166.0
c:131561,enterprise,other,other,46168126.0,1,1.0,,1.0,,,,,1.0,False,False,False,
c:131571,games_video,USA,California,6600000.0,1,1.0,,1.0,,,,,1.0,False,False,False,
c:131583,medical,USA,California,10308718.0,3,1.0,,1.0,,,,,,False,False,True,2192.0
c:131596,medical,USA,other,5750000.0,2,0.0,,1.0,,,,,,False,False,False,
c:1316,advertising,USA,California,16702280.4,5,1.2,1.0,1.0,5.0,3.0,,,14.0,False,False,False,4748.0
c:131618,mobile,USA,California,350000.0,1,0.0,,2.0,,,,,,False,False,False,1218.0
c:13162,web,USA,other,300000.0,1,0.0,,1.0,,,,,,False,False,True,2557.0
c:131664,software,USA,other,1510800.0,5,0.0,,1.0,,4.0,,5.0,24.0,False,False,False,5114.0
c:13168,search,USA,California,9125000.0,2,2.5,,1.0,,3.0,,,4.0,False,True,False,2403.0
c:13169,advertising,USA,other,350000.0,1,0.0,3.0,1.0,,,,,,False,True,False,2137.0
c:1317,web,USA,other,150000.0,1,1.0,,1.0,,,,,,False,False,False,
c:13174,web,other,other,5000000.0,1,1.0,2.0,1.0,,,,1.0,3.0,False,False,False,2437.0
c:13175,software,USA,California,7597511.3333,6,1.3333,1.0,2.0,1.0,3.0,1.0,1.0,11.0,False,False,False,5844.0
c:13178,web,other,other,,1,1.0,,1.0,,,,,,False,False,False,4018.0
c:1318,web,other,other,5560000.0,2,2.5,,1.0,,,1.0,1.0,1.0,False,False,True,
c:13180,web,other,other,3767838.25,4,1.25,1.0,1.0,,,,1.0,3.0,False,False,False,3758.0
c:1319,advertising,USA,California,7660000.0,5,1.6,7.0,2.0,1.0,5.0,,,7.0,False,False,False,2922.0
c:13199,games_video,other,other,767188.0,2,1.0,1.0,1.0,,,,1.0,7.0,False,True,False,2628.0
c:132,music,other,other,5000000.0,1,1.0,3.0,1.0,,1.0,1.0,2.0,16.0,False,True,False,1946.0
c:1320,advertising,USA,California,5100000.0,1,0.0,1.0,1.0,,4.0,,3.0,8.0,False,False,False,
c:132037,mobile,other,other,1858876.0,1,1.0,,1.0,,,,,,False,False,False,976.0
c:13204,advertising,USA,California,9500000.0,5,0.6,,3.0,,1.0,,,3.0,False,True,False,4687.0
c:13207,games_video,other,other,2000000.0,2,1.0,1.0,,,,,1.0,1.0,False,True,False,
c:1321,advertising,USA,California,1000000.0,1,2.0,,1.0,,,,,1.0,False,False,False,2922.0
,,other,other,,1,1.0,,,,,,,,False,False,False,
c:132127,fashion,other,other,5493416.6667,3,2.0,,1.0,,,,,,False,False,False,2557.0
c:13213,web,other,other,,1,1.0,,,,,,,,False,False,False,
c:13214,software,other,other,,1,1.0,,,,,,,,False,False,False,
c:13215,games_video,USA,other,,1,1.0,,1.0,,,,,,False,False,True,4383.0
c:13217,advertising,USA,other,22500000.0,1,0.0,3.0,4.0,2.0,,,,2.0,False,False,False,4461.0
c:13219,mobile,USA,other,1425000000.0,4,4.25,,1.0,1.0,2.0,,1.0,14.0,True,True,False,3365.0
c:1322,public_relations,USA,other,11000000.0,3,2.0,,1.0,,,,,2.0,False,False,False,4748.0
c:13226,games_video,other,other,,1,2.0,,2.0,,,,2.0,2.0,False,False,False,3653.0
c:132329,news,other,other,2618600.0,1,1.0,,1.0,,1.0,,1.0,3.0,False,False,False,1310.0
c:132379,web,other,other,,1,0.0,,,,,,,,False,False,False,915.0
c:13245,enterprise,USA,other,9050000.0,4,2.25,1.0,1.0,,,,,3.0,False,False,False,2437.0
c:13246,cleantech,USA,other,427700000.0,1,0.0,,1.0,3.0,3.0,1.0,2.0,15.0,True,False,False,5479.0
c:132471,social,USA,other,1250000.0,1,0.0,,1.0,,1.0,,,2.0,False,False,False,1461.0
c:132476,advertising,USA,other,2285000.0,3,1.3333,,1.0,,,,,2.0,False,False,False,976.0
c:1325,advertising,USA,California,11952615.2,5,3.8,1.0,2.0,,3.0,1.0,1.0,13.0,False,False,False,
c:13252,games_video,USA,California,,1,1.0,,1.0,,,1.0,,,False,True,False,981.0
c:1326,advertising,USA,other,9250000.0,3,3.0,,3.0,,3.0,,1.0,10.0,False,False,False,2557.0
c:13260,transportation,other,other,,2,2.5,3.0,1.0,,,,,,False,False,False,2161.0
c:13262,other,USA,other,7278792.6667,3,1.3333,1.0,1.0,,,,,1.0,False,False,False,4748.0
c:13263,analytics,USA,other,7960000.0,5,2.6,1.0,1.0,,1.0,,1.0,5.0,False,False,False,3228.0
c:13266,,USA,California,14000000.0,1,7.0,,1.0,,1.0,,1.0,4.0,False,True,False,10196.0
c:13267,software,USA,California,7030999.8,5,0.2,,1.0,,,,2.0,11.0,False,False,False,5114.0
c:13270,software,USA,other,2000000.0,2,2.0,1.0,1.0,,,,,1.0,False,False,False,3653.0
c:13274,ecommerce,USA,California,3000000.0,1,0.0,,2.0,,,,,,False,False,True,2953.0
c:13276,advertising,USA,California,10000000.0,2,2.0,,2.0,,,,,2.0,False,False,False,4018.0
c:13277,web,USA,California,1700000.0,1,1.0,1.0,1.0,,,,,,False,False,True,2314.0
c:1328,web,other,other,11666666.6667,3,2.3333,1.0,,,,,2.0,5.0,False,False,False,2738.0
c:132832,mobile,other,other,,1,1.0,,1.0,,,,,,False,False,False,1037.0
c:13285,other,USA,other,50000.0,1,0.0,1.0,1.0,,,,,,False,False,False,2345.0
